,0
1473,ACKR3
1474,TEF
1475,IGLL5
1476,RBSN
1477,DDC
1478,PLS3
1479,GJB4
1480,PXYLP1
1481,ODF2
1482,PXDN
1483,LNX1
1484,B4GALT1
1485,NFKBIE
1486,SENP6
1487,ASCC3
1488,MACROD1
1489,TIGD2
1490,ADAM10
1491,FOS
1492,APMAP
1493,CTNNAL1
1494,SETMAR
1495,CLDN6
1496,OXLD1
1497,DSE
1498,TRIM71
1499,GPRC5A
1500,ADIPOQ
1501,TSEN2
1502,MAFF
1503,MRPL1
1504,SCAMP3
1505,MCU
1506,FBXW4
1507,PEX6
1508,ULBP2
1509,IMPDH1
1510,SLC39A8
1511,GNAI1
1512,VWA5A
1513,ARL2
1514,DPY19L4
1515,SENP2
1516,ADAP2
1517,CYFIP2
1518,MLC1
1519,DSC3
1520,BMP8B
1521,STIM1
1522,HIST1H3C
1523,ARHGEF11
1524,GOLGA1
1525,SLC1A3
1526,CALHM3
1527,HAAO
1528,IFI16
1529,TNS4
1530,CARM1
1531,PPIF
1532,NCBP1
1533,TEX101
1534,BRD1
1535,EIF4A1
1536,ATG3
1537,ARHGAP31
1538,ARHGEF25
1539,MRPL13
1540,DIS3
1541,NEURL1
1542,AUH
1543,PI3
1544,GTF3C2
1545,FCRL2
1546,URI1
1547,WIZ
1548,GIMAP2
1549,HIST4H4
1550,YTHDC1
1551,SRP19
1552,OS9
1553,MAP2K1
1554,ADRB1
1555,CCKBR
1556,ELP3
1557,FCGR3B
1558,MSX2
1559,HDAC2
1560,AAMDC
1561,CLSTN1
1562,PCDH12
1563,PLSCR4
1564,ERBB3
1565,USP19
1566,RARB
1567,BLVRB
1568,UNC119B
1569,TSPYL2
1570,TGFB2
1571,SATB1
1572,PAM16
1573,KCNA1
1574,VDAC3
1575,ZNF503
1576,IRF8
1577,RAD23B
1578,PRKDC
1579,NDUFA7
1580,KIF3B
1581,TGM1
1582,KDM3A
1583,PEMT
1584,CAB39
1585,SOX2
1586,HIST1H3D
1587,CSNK1E
1588,SUSD3
1589,PI4KA
1590,PICALM
1591,EIF4H
1592,SCRN1
1593,GAL3ST1
1594,XPO7
1595,TRERF1
1596,SCAND1
1597,KIAA1324L
1598,SNRPE
1599,TM4SF20
1600,CHRNA1
1601,RAB40C
1602,ST6GALNAC6
1603,FABP4
1604,C2CD2
1605,SUMO2
1606,DDX3Y
1607,FAM53A
1608,BCLAF1
1609,ELN
1610,YIPF4
1611,IL9R
1612,TGS1
1613,NAGK
1614,HIST1H4L
1615,SERPINF1
1616,ATF7IP
1617,HCFC1
1618,OTUB1
1619,CRISP2
1620,HS3ST2
1621,TNFSF9
1622,DTX3L
1623,B3GNT3
1624,MDK
1625,PDHX
1626,EID1
1627,HLA-E
1628,PTK2
1629,SF3B5
1630,LSR
1631,FBLN5
1632,UPF1
1633,ARCN1
1634,CDK5
1635,CNOT6
1636,HSBP1
1637,LDOC1
1638,FAM83D
1639,PDIA2
1640,CNIH2
1641,NAAA
1642,BTBD6
1643,TRMT61A
1644,PPT1
1645,FKBP8
1646,CAMK2D
